City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather
457,Bronte,IT,37.7895,14.8342,42.71,70,15,12.46,few clouds
458,Terney,RU,45.0503,136.6092,0.55,77,3,10.85,clear sky
459,Havre-Saint-Pierre,CA,50.2334,-63.5986,7.39,61,100,17.27,overcast clouds
460,Beli Potok,RS,44.7061,20.5197,34.41,72,100,4.56,overcast clouds
461,Kamyshin,RU,50.0983,45.416,32.63,98,100,15.37,snow
462,Mazamari,PE,-11.3258,-74.5308,86.97,51,100,3.31,overcast clouds
463,Oda,JP,35.1833,132.5,40.37,59,100,8.55,overcast clouds
464,Torbay,CA,47.6666,-52.7314,33.58,90,100,23.02,overcast clouds
465,Raga,SS,8.4596,25.678,69.28,18,78,4.38,broken clouds
466,Bukama,CD,-9.2,25.85,70.03,96,100,0.74,light rain
467,Viedma,AR,-40.8135,-62.9967,96.44,22,47,12.03,scattered clouds
468,Liverpool,GB,53.4106,-2.9779,46.69,81,75,11.01,broken clouds
469,Bermejo,AR,-32.8833,-68.8,89.51,40,20,6.91,few clouds
470,Yokadouma,CM,3.5167,15.05,74.43,28,100,2.64,overcast clouds
471,Fort Frances,CA,48.5999,-93.4003,14.22,73,100,3.44,overcast clouds
472,Coquimbo,CL,-29.9533,-71.3436,67.73,68,20,13.8,few clouds
473,Coihaique,CL,-45.5752,-72.0662,64.35,55,75,10.36,light intensity shower rain
474,Barreiras,BR,-12.1528,-44.99,75.56,90,100,5.32,overcast clouds
475,Shenjiamen,CN,29.9576,122.298,40.19,96,100,18.57,light rain
476,Mitu,CO,1.1983,-70.1733,89.92,33,100,4.56,overcast clouds
477,Zaragoza,ES,41.6561,-0.8773,47.01,48,0,6.91,clear sky
478,Tura,IN,25.5198,90.2201,50.94,57,0,2.19,clear sky
479,Bangui,CF,4.3612,18.555,80.78,61,60,0.0,smoke
480,Pitimbu,BR,-7.4706,-34.8086,81.19,74,83,7.07,broken clouds
481,Rantoul,US,40.3084,-88.1559,27.18,57,100,5.01,overcast clouds
482,Richards Bay,ZA,-28.783,32.0377,71.6,83,62,4.14,broken clouds
483,Asau,RO,46.4333,26.4,27.52,89,79,7.61,broken clouds
484,Usinsk,RU,65.9939,57.5281,11.53,93,100,18.77,light snow
485,Alugan,PH,12.2188,125.4808,77.97,86,57,4.61,broken clouds
486,San Carlos De Bariloche,AR,-41.1456,-71.3082,77.45,32,0,25.32,clear sky
487,Boke,GN,10.9409,-14.2967,77.45,50,56,7.56,broken clouds
488,Suntar,RU,62.1444,117.6319,-17.68,97,39,4.9,scattered clouds
489,Touros,BR,-5.1989,-35.4608,81.5,73,100,10.27,overcast clouds
490,Half Moon Bay,US,37.4636,-122.4286,65.48,53,0,1.01,haze
491,Loralai,PK,30.3705,68.598,47.8,37,37,1.32,scattered clouds
492,Arman,RU,59.7,150.1667,6.93,81,100,14.41,overcast clouds
493,Rio Branco,BR,-9.9747,-67.81,81.21,83,75,3.44,broken clouds
494,Kenai,US,60.5544,-151.2583,19.15,92,75,0.0,broken clouds
495,Shibetsu,JP,43.659,145.132,15.71,78,68,13.0,broken clouds
496,Valparaiso,CL,-33.0393,-71.6273,75.43,56,20,13.8,few clouds
497,Novikovo,RU,51.1537,37.8879,29.26,97,100,6.91,overcast clouds
498,Paungde,MM,18.4833,95.5,57.97,47,7,4.59,clear sky
499,Ridgecrest,US,35.6225,-117.6709,57.38,18,0,1.99,clear sky
500,Isilkul,RU,54.9109,71.2728,3.51,88,100,9.44,overcast clouds
501,Taybad,IR,34.74,60.7756,39.27,74,0,2.04,clear sky
502,Naze,JP,28.3667,129.4833,56.97,78,100,13.29,overcast clouds
503,Ratangarh,IN,28.0833,74.6,59.63,25,3,4.27,clear sky
504,Mmabatho,ZA,-25.85,25.6333,67.96,77,51,12.66,broken clouds
505,Sovetskiy,RU,61.3614,63.5842,1.72,98,100,2.91,overcast clouds
506,Inverell,AU,-29.7833,151.1167,64.67,92,26,3.56,scattered clouds
507,San Jeronimo,PE,-11.9472,-75.2829,61.83,59,98,8.01,overcast clouds
508,Dingle,PH,10.9995,122.6711,74.71,91,9,1.57,clear sky
509,Russell,US,32.3502,-85.1999,43.75,19,0,13.8,clear sky
510,Karakol,KG,42.4907,78.3936,18.88,72,95,6.62,overcast clouds
511,Kemi,FI,65.8596,24.8228,22.77,93,100,9.22,overcast clouds
512,Avallon,FR,47.4833,3.9,41.02,98,100,8.99,overcast clouds
513,Aitape,PG,-3.1374,142.3475,77.65,87,97,8.72,overcast clouds
514,Lazi,UA,48.0667,24.2333,23.11,96,100,5.7,light snow
515,Chichimila,MX,20.6167,-88.2167,72.39,51,100,7.02,overcast clouds
516,Sao Filipe,CV,14.8961,-24.4956,71.11,71,100,12.57,overcast clouds
517,Moerai,PF,-22.4333,-151.3333,79.29,76,2,8.97,clear sky
518,Sitka,US,57.0531,-135.33,37.29,87,100,19.57,light rain and snow
519,Fonte Boa,BR,-2.4959,-66.2662,80.15,94,100,0.56,light rain
520,Madaoua,NE,14.073,5.96,68.22,13,0,12.15,clear sky
521,Ilhabela,BR,-23.7781,-45.3581,74.25,95,100,4.56,overcast clouds
522,Verkhnevilyuysk,RU,63.4453,120.3167,-16.29,98,90,5.75,overcast clouds
523,Sucre,BO,-19.0333,-65.2627,62.53,63,100,9.19,overcast clouds
524,Keita,NE,14.7551,5.7749,73.4,13,1,9.01,clear sky
525,Samarai,PG,-10.6167,150.6667,79.72,80,100,9.6,overcast clouds
526,Narkevychi,UA,49.5172,26.6418,23.0,84,100,10.67,overcast clouds
527,Camopi,GF,3.1655,-52.3158,76.17,95,75,3.13,broken clouds
528,Union De San Antonio,MX,21.1,-101.9667,73.67,36,0,3.47,clear sky
529,Ziro,IN,27.6333,93.8333,29.61,85,0,2.01,clear sky
530,Salalah,OM,17.0151,54.0924,73.49,68,0,1.14,clear sky
531,Lagunas,PE,-5.2269,-75.6753,90.81,48,100,4.14,overcast clouds
532,Ylivieska,FI,64.0833,24.55,29.32,97,100,7.61,light snow
533,Haapsalu,EE,58.9431,23.5414,32.11,94,100,24.67,light snow
534,Honiara,SB,-9.4333,159.95,77.45,89,100,2.21,light rain
535,Zanzibar,TZ,-6.1639,39.1979,77.67,82,100,7.11,light rain
536,Manicore,BR,-5.8092,-61.3003,74.34,98,100,0.94,moderate rain
537,Hami,CN,42.8,93.45,20.48,46,0,4.85,clear sky
538,Kajaani,FI,64.2273,27.7285,24.85,93,100,13.8,light snow
539,Santa Rosa,PH,14.3122,121.1114,80.11,89,3,2.24,clear sky
540,Volokolamsk,RU,56.0336,35.9694,20.35,96,100,4.09,overcast clouds
541,Leningradskiy,RU,69.3833,178.4167,-9.15,89,41,5.06,scattered clouds
542,Sobolevo,RU,54.4299,31.8996,23.18,93,100,9.66,overcast clouds
543,Marigot,MF,18.0667,-63.0833,83.98,63,20,5.75,few clouds
544,Hengshui,CN,37.7322,115.7011,30.09,57,0,4.9,clear sky
545,Lakes Entrance,AU,-37.8811,147.981,67.57,96,100,7.49,overcast clouds
546,Camacupa,AO,-12.0167,17.4833,62.76,94,100,3.85,overcast clouds
547,Iwaki,JP,37.05,140.8833,36.01,66,50,8.99,scattered clouds
548,Kerch,UA,45.3583,36.4758,36.64,77,66,19.08,broken clouds
549,Monrovia,LR,6.3005,-10.7969,80.37,79,100,9.01,overcast clouds
550,Mercedes,AR,-34.6515,-59.4307,85.17,33,96,6.55,overcast clouds
551,Visoko,BA,43.9889,18.1781,24.35,91,24,1.97,few clouds
552,Menongue,AO,-14.6585,17.691,62.85,98,100,4.45,light rain
553,Humaita,BR,-7.5061,-63.0208,73.15,99,100,1.3,overcast clouds
554,Kangaatsiaq,GL,68.3065,-53.4641,5.83,93,100,9.53,light snow
555,Abalak,RU,58.1286,68.5944,7.99,94,100,5.55,overcast clouds
556,Boa Vista,BR,2.8197,-60.6733,89.58,43,75,9.22,broken clouds
557,Caucaia,BR,-3.7361,-38.6531,84.15,72,40,9.22,scattered clouds
558,Miyako,JP,39.6367,141.9525,26.73,57,7,9.19,clear sky
559,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,84.9,71,100,0.67,overcast clouds
560,Roald,NO,62.5833,6.1333,39.99,87,75,26.46,broken clouds
561,Macae,BR,-22.3708,-41.7869,83.95,79,75,5.75,heavy intensity rain
562,Gambela,ET,8.25,34.5833,87.69,26,53,3.98,broken clouds
563,Albufeira,PT,37.0882,-8.2503,60.64,61,89,10.51,overcast clouds
564,Garissa,KE,-0.4536,39.6401,85.46,39,40,5.46,scattered clouds
565,Senador Pompeu,BR,-5.5881,-39.3717,83.07,55,100,6.24,overcast clouds
566,Rosetta,EG,31.4044,30.4164,51.58,75,1,6.58,clear sky
567,Tianpeng,CN,30.9866,103.9393,41.47,80,100,2.77,overcast clouds
568,Sindor,RU,62.8629,51.8905,14.79,93,100,8.59,overcast clouds
569,Qasigiannguit,GL,68.8193,-51.1922,12.45,82,83,10.69,broken clouds
570,Berdigestyakh,RU,62.0989,126.6992,-24.74,100,100,2.53,overcast clouds
571,Margate,GB,51.3813,1.3862,49.3,65,66,8.01,broken clouds
572,Qaqortoq,GL,60.7167,-46.0333,14.5,90,100,4.63,overcast clouds
573,Krasnovka,RU,48.8177,40.0923,30.09,96,99,15.35,light snow
574,Rio Gallegos,AR,-51.6226,-69.2181,53.65,71,75,21.85,broken clouds
575,Fraserburgh,GB,57.6874,-2.0184,41.38,71,9,34.83,clear sky
576,Derzhavinsk,KZ,51.1,66.3167,20.66,94,100,12.55,overcast clouds
577,Artena,IT,41.7405,12.9137,45.66,45,7,3.13,clear sky
578,Fayaoue,NC,-20.65,166.5333,81.97,82,80,15.32,broken clouds
579,Callaway,US,30.153,-85.5699,49.91,25,0,4.0,clear sky
580,Krasnotorka,UA,48.682,37.5327,30.45,94,100,12.82,overcast clouds
581,Kharabali,RU,47.4196,47.2568,31.21,82,100,14.43,overcast clouds
582,Stepnyak,KZ,52.8339,70.7803,-0.22,90,31,7.78,scattered clouds
583,Stephenville,US,32.2207,-98.2023,68.25,18,0,11.5,clear sky
584,Lazaro Cardenas,MX,17.9583,-102.2,83.77,57,0,8.52,clear sky
585,Kiama,AU,-34.6833,150.8667,74.37,86,100,1.99,overcast clouds
586,Beloha,MG,-25.1667,45.05,73.04,85,6,11.45,clear sky
587,Katobu,ID,-4.9408,122.5276,76.32,88,100,3.06,overcast clouds
588,Mandalgovi,MN,45.7625,106.2708,-0.76,91,100,15.93,overcast clouds
589,Khalkhal,IR,37.6189,48.5258,13.21,79,6,2.01,clear sky
590,Banda Aceh,ID,5.5577,95.3222,79.52,81,56,6.96,broken clouds
591,Tazovskiy,RU,67.4667,78.7,-14.73,100,98,6.38,overcast clouds
592,Wittenberge,DE,53.0,11.75,47.03,76,100,18.01,overcast clouds
593,Pisco,PE,-13.7,-76.2167,75.25,64,0,16.11,clear sky
594,Conselheiro Pena,BR,-19.1722,-41.4722,81.73,77,89,4.05,overcast clouds
595,Maniitsoq,GL,65.4167,-52.9,8.65,76,100,28.45,light snow
596,Aiken,US,33.5835,-81.5998,45.36,17,0,18.41,clear sky
597,Mehamn,NO,71.0357,27.8492,17.08,85,98,6.33,overcast clouds
598,Port Hedland,AU,-20.3167,118.5667,82.45,74,100,8.05,overcast clouds
599,Moose Factory,CA,51.2585,-80.6094,1.4,60,0,9.22,clear sky
600,Mayumba,GA,-3.432,10.6554,77.54,90,72,3.2,broken clouds
601,Belle Fourche,US,44.6714,-103.8522,54.32,13,7,14.54,clear sky
602,Kastamonu,TR,41.5,33.6667,19.24,95,75,0.87,broken clouds
603,Bubaque,GW,11.2833,-15.8333,78.44,72,92,21.16,overcast clouds
604,Roswell,US,34.0232,-84.3616,39.51,30,0,3.0,clear sky
605,Carballo,ES,43.213,-8.691,53.02,71,100,3.53,overcast clouds
606,Ojinaga,MX,29.5667,-104.4167,61.57,38,0,3.44,clear sky
607,Iskateley,RU,67.6803,53.1512,13.91,94,100,15.64,light snow
608,Labuhan,ID,-6.8844,112.2051,78.21,86,100,6.31,overcast clouds
609,Arawa,PG,-6.2132,155.5367,77.68,93,100,4.43,light rain
610,Balkanabat,TM,39.5108,54.3671,41.5,61,6,5.06,clear sky
611,Coxim,BR,-18.5067,-54.76,77.58,86,88,7.16,overcast clouds
612,Luau,AO,-10.7073,22.2247,65.52,97,100,3.85,light rain
613,Namanga,KE,-2.5433,36.7905,68.9,68,100,6.8,overcast clouds
614,Karratha,AU,-20.7377,116.8463,80.83,62,75,14.7,broken clouds
615,Jhanjharpur,IN,26.2667,86.2833,51.55,63,0,6.91,clear sky
616,Misratah,LY,32.3754,15.0925,57.06,56,100,21.41,overcast clouds
617,Pacific Grove,US,36.6177,-121.9166,66.54,53,0,3.0,clear sky
618,Hlobyne,UA,49.3878,33.2596,24.15,94,76,9.95,broken clouds
619,Ormara,PK,25.2088,64.6357,71.33,77,0,11.34,clear sky
620,Qandala,SO,11.472,49.8728,73.38,65,100,4.99,overcast clouds
621,Birin,NP,26.8865,88.0718,40.06,78,24,3.18,few clouds
622,Lac-Megantic,CA,45.5834,-70.8823,6.82,92,100,11.5,light snow
623,Viransehir,TR,37.2353,39.7631,36.95,90,100,3.04,overcast clouds
624,Kungurtug,RU,50.5994,97.5228,-22.81,98,49,1.45,scattered clouds
625,Maiduguri,NG,11.8464,13.1603,64.6,22,68,8.84,broken clouds
626,Ajdabiya,LY,30.7554,20.2263,56.26,54,48,20.62,scattered clouds
627,Mezen,RU,65.8522,44.24,12.24,95,99,8.34,overcast clouds
628,Nha Trang,VN,12.25,109.1833,75.2,91,34,4.81,scattered clouds
629,Carnduff,CA,49.1667,-101.8009,21.38,90,83,6.42,broken clouds
630,Raudeberg,NO,61.9875,5.1352,39.87,75,100,49.37,overcast clouds
631,Chivilcoy,AR,-34.8957,-60.0167,85.01,10,53,4.0,broken clouds
632,Nyaunglebin,MM,17.95,96.7333,56.32,73,56,5.06,broken clouds
633,Thalgau,AT,47.8333,13.25,43.75,93,75,3.44,broken clouds
634,Podgorenskiy,RU,50.405,39.6429,31.46,97,100,12.06,light snow
635,Bagan,RU,54.1001,77.6646,1.99,87,41,9.75,scattered clouds
636,Oran,DZ,35.6911,-0.6417,53.53,71,0,6.91,clear sky
637,Aklavik,CA,68.2191,-135.0107,-15.77,76,75,3.44,broken clouds
638,Atar,MR,20.5169,-13.0499,76.19,20,100,3.2,overcast clouds
639,Amarillo,US,35.222,-101.8313,64.09,16,0,7.0,clear sky
640,Boguchany,RU,58.3814,97.4531,-0.17,98,100,2.24,overcast clouds
641,Susehri,TR,40.1644,38.0867,11.52,84,100,2.1,overcast clouds
642,Antsohihy,MG,-14.8796,47.9875,75.18,88,90,0.67,overcast clouds
643,Nemuro,JP,43.3236,145.575,17.29,76,57,17.16,broken clouds
644,Chikhli,IN,20.35,76.25,61.02,28,7,1.41,clear sky
645,Eydhafushi,MV,5.1033,73.0708,82.38,65,69,13.04,broken clouds
646,Neiafu,TO,-18.65,-173.9833,82.62,71,82,14.45,broken clouds
647,Bayangol,RU,50.6977,103.4656,-16.06,97,49,3.4,scattered clouds
648,Nioro,GM,13.35,-15.75,86.99,14,84,5.88,broken clouds
649,Kysyl-Syr,RU,63.8986,122.7617,-16.73,100,100,4.34,overcast clouds
650,Pokhara,NP,28.2333,83.9833,46.15,76,11,3.18,few clouds
651,Kirovsk,UA,48.6375,38.6428,29.35,93,99,13.04,overcast clouds
652,Mkushi,ZM,-13.6202,29.3939,65.71,95,100,2.59,light rain
653,Grevesmuhlen,DE,53.8667,11.1833,44.71,77,91,37.38,overcast clouds
654,Tucurui,BR,-3.7661,-49.6725,72.61,98,100,2.37,overcast clouds
655,Surt,LY,31.2089,16.5887,57.07,63,87,20.89,overcast clouds
656,Shellbrook,CA,53.2168,-106.4011,16.83,88,38,0.87,scattered clouds
657,Mecca,SA,21.4267,39.8261,65.84,57,42,8.08,scattered clouds
658,Oistins,BB,13.0667,-59.5333,80.69,65,40,17.27,scattered clouds
659,Mayo,US,38.8876,-76.5119,28.38,43,100,14.0,overcast clouds
660,Ust-Omchug,RU,61.15,149.6333,-9.06,99,98,6.29,overcast clouds
661,Jibuti,DJ,11.5,42.5,71.02,71,6,12.39,clear sky
662,Reyes,BO,-14.3167,-67.3833,78.98,90,70,1.05,broken clouds
663,Tarakan,ID,3.3,117.6333,79.05,79,100,2.44,overcast clouds
664,Salinas,US,36.6777,-121.6555,66.36,45,0,4.61,clear sky
665,Sharjah,AE,25.3573,55.4033,71.26,68,0,2.3,clear sky
666,Kismayo,SO,-0.3582,42.5454,77.47,78,5,15.48,clear sky
667,Chingirlau,KZ,51.095,54.0814,12.54,96,100,6.51,light snow
668,Jiaonan,CN,35.8786,119.9753,21.22,59,55,6.49,broken clouds
669,Orkney,ZA,-26.9802,26.6727,67.01,76,86,10.36,overcast clouds
670,Mwingi,KE,-0.9344,38.0601,68.0,68,19,2.06,few clouds
671,Umm Lajj,SA,25.0213,37.2685,63.07,49,0,12.21,clear sky
672,Mikhaylovka,RU,50.06,43.2379,34.79,96,99,13.82,snow
673,Black River,JM,18.0264,-77.8487,80.6,50,0,14.83,clear sky
674,Iguape,BR,-24.7081,-47.5553,72.07,96,100,10.92,light rain
675,Nogales,MX,31.3086,-110.9422,67.32,18,0,0.0,clear sky
676,Frankfort,ZA,-27.2667,28.4833,58.66,89,43,5.37,scattered clouds
677,Xining,CN,36.6167,101.7667,10.31,61,13,1.81,few clouds
678,Merauke,ID,-8.4667,140.3333,80.78,76,100,9.46,light rain
679,Kupang,ID,-10.1667,123.5833,79.92,85,100,12.71,overcast clouds
680,Basoko,CD,1.2391,23.616,74.3,40,4,2.62,clear sky
681,Porosozero,RU,62.7191,32.727,18.99,83,100,11.5,light snow
682,Chyhyryn,UA,49.0838,32.6555,24.33,91,43,9.84,scattered clouds
683,Biak,ID,-0.9131,122.8766,76.35,79,98,3.31,overcast clouds
